logFC	AveExpr	t	P.Value	adj.P.Val	B
BBS4	0.145511785134305	9.09154975047285	1.37147684803911	0.188451781328032	0.737944180755895	-5.56744756451298
NBAT1	-0.130167372466286	6.51510365014736	-1.37129944139359	0.188506008313778	0.738018473544161	-5.5676734603238
WASH7P	0.112605384995113	8.04536235397003	1.371061138025	0.188578869067559	0.738165677834756	-5.56797686086972
CRTC2	-0.178243889069385	7.57942073003971	-1.37075753765126	0.188671727093435	0.738391088983728	-5.56836333508468
FLVCR1	0.159414477817045	7.48021041314525	1.37042543675519	0.188773344340432	0.738531291614675	-5.56878601199804
DENND5A	0.142743140495478	10.0227719069486	1.37040986745333	0.188778109364198	0.738531291614675	-5.56880582562565
SMG1	-0.129268582668153	9.80913771332375	-1.37028584364123	0.188816070620539	0.738541782954105	-5.56896365303072
STX5	0.1317975393019	11.4082076610253	1.36996747277089	0.188913545838835	0.738695903969301	-5.56936874640508
DSTN	0.121494309627618	11.6787580038017	1.36992665108741	0.188926047093324	0.738695903969301	-5.56942068230191
MIR489	0.0999247441267981	6.52950987746468	1.36967928170535	0.189001815873611	0.738854157515998	-5.56973537486802
CCDC107	0.110215717582671	7.76273323692254	1.36945004292721	0.189072053120451	0.738990731893863	-5.57002696227963
KRTAP13-2	0.101925584497947	6.59273089668276	1.3692077168086	0.189146323085011	0.739011544207477	-5.57033515450319
FGF1	0.0886150689853364	6.92615446862162	1.36920230522463	0.189147981936737	0.739011544207477	-5.57034203650412
SF3A3	-0.0975535375732299	11.2698047010165	-1.36883253781784	0.18926135713649	0.739178509714338	-5.57081222479145
WDFY3	0.101942400677189	7.12370978298683	1.36879546684623	0.189272726564784	0.739178509714338	-5.57085935789247
BRD4	0.103961033059562	7.20748842212309	1.36851752522319	0.189357986982416	0.739178509714338	-5.57121270865552
LOC729603	0.179587948211179	13.3084927364871	1.36839550432113	0.189395427457279	0.739178509714338	-5.57136781743711
NMUR1	0.0759372038290875	6.36761089146644	1.36836861376501	0.18940367926429	0.739178509714338	-5.571401998315
KLRC2	0.0780417836237355	6.55860407267517	1.3680239293967	0.189509476925231	0.739178509714338	-5.57184008321397
RAPGEFL1	0.12710765291744	7.85024025195492	1.36793495683276	0.189536793946498	0.739178509714338	-5.57195315083321
HLA-DRB3	-0.170876411862261	8.6578158064988	-1.36785296604932	0.18956197017449	0.739178509714338	-5.57205734074433
ATG2A	0.0787436027628381	8.78957493500088	1.36779764959843	0.18957895725707	0.739178509714338	-5.57212763141093
MIR590	0.105555485069472	6.40599263726781	1.36763396360717	0.189629230625702	0.739178509714338	-5.57233561415648
LRRC31	-0.10557397005863	6.99974216065755	-1.36746459701184	0.189681259985993	0.739178509714338	-5.57255079402277
GML	0.0871284549409905	6.27419268563634	1.36741553386065	0.189696334314597	0.739178509714338	-5.57261312469615
CLEC7A	-0.161169015004512	7.8435829636416	-1.36739500791582	0.189702641061297	0.739178509714338	-5.57263920068443
OR7D2	-0.0787178428930009	6.23634282629994	-1.36736218340112	0.18971272698414	0.739178509714338	-5.57268090002791
SPAG5	-0.134645476841898	7.89413498874737	-1.36733732467239	0.189720365562966	0.739178509714338	-5.57271247933208
RAD51C	-0.130184540909898	12.0786402392829	-1.36705301264874	0.189807746431168	0.739278362053107	-5.57307362294628
GUSBP5	0.106363056833284	6.39904854024073	1.36693967230115	0.189842589642069	0.739278362053107	-5.5732175754346
MEGF8	0.1203890296397	6.87857115288262	1.36683570671798	0.189874555377228	0.739278362053107	-5.57334961280289
SNORD113-3	0.0931087036854032	6.57999309106246	1.36666610958022	0.189926709783321	0.739278362053107	-5.57356498583546
MIR376C	-0.0934425348709214	6.560163169342	-1.36630186553917	0.190038760833784	0.739278362053107	-5.57402747120293
ANO1	-0.0957544604810101	6.65218793835528	-1.36629996919489	0.190039344338276	0.739278362053107	-5.57402987875996
NEIL2	0.144587987337321	10.1093702352322	1.36627462952062	0.190047141485749	0.739278362053107	-5.57406204919936
BROX	0.104532543306376	6.91065804220758	1.36620631126619	0.190068164644326	0.739278362053107	-5.57414878151087
PPIE	-0.0968894301647172	10.2616814823186	-1.36617978320222	0.190076328467331	0.739278362053107	-5.57418245884921
RBPJL	-0.0807190436803733	6.77023572800402	-1.36610565870136	0.190099141250209	0.739278362053107	-5.57427655704528
LINC00470	-0.0961336264525849	6.82941596631218	-1.36572416214709	0.190216586627881	0.739439502884473	-5.57476078815893
TXLNA	0.0878279862025693	11.4411201845231	1.36564317946721	0.190241525005354	0.739439502884473	-5.57486356514872
BAP1	-0.102730468971908	8.53496532114567	-1.36562688064082	0.190246544498699	0.739439502884473	-5.57488424978141
PCDHGB8P	0.126729252383432	6.41423732455408	1.36502569604254	0.190431763667736	0.739471943997478	-5.57564706864908
ISOC2	-0.182524594428179	10.2688471873923	-1.36495494189643	0.190453571869674	0.739471943997478	-5.57573682820194
HAS2-AS1	-0.104162230941993	6.51877137156315	-1.36494287727032	0.190457290690331	0.739471943997478	-5.57575213316198
LDLRAD4-AS1	-0.0953930464575583	6.70835924221285	-1.36476697685581	0.19051151716117	0.739471943997478	-5.57597526496181
NAPB	0.125259027767173	8.8754702093317	1.36470196640265	0.190531561684652	0.739471943997478	-5.57605772573168
MYOM2	-0.0876000848073755	7.70067467279411	-1.36465988618714	0.19054453708461	0.739471943997478	-5.57611109959342
COL9A2	0.122483338286063	7.09779646191462	1.36462648642143	0.190554836380674	0.739471943997478	-5.57615346238401
PGD	0.126199877900831	11.901862533492	1.36451734583318	0.190588494564717	0.739471943997478	-5.57629188575843
VEZT	0.108245048436729	10.008397210537	1.36451417835185	0.190589471464875	0.739471943997478	-5.57629590295444
SVOPL	-0.0875904780706183	6.24650499985392	-1.36440076105064	0.190624453764812	0.739471943997478	-5.57643974092449
CCDC71L	0.0918435765053314	6.68769500446404	1.36412179228997	0.1907105205257	0.739471943997478	-5.57679349402007
FOXA3	0.084097661259368	6.40188643624209	1.36410030613025	0.190717150678582	0.739471943997478	-5.57682073768436
LINC01164	-0.0867527950153084	6.73972825895214	-1.36408767916325	0.190721047167296	0.739471943997478	-5.57683674805758
KLK14	-0.0798559098726166	6.58948045452275	-1.36399571881011	0.190749426654551	0.739471943997478	-5.57695334571546
ITM2B	0.108305730039618	11.7673278854429	1.36337078799322	0.190942373773453	0.740057777876637	-5.57774553787641
MSH2	0.0910976213412065	6.7894533895995	1.36327731014622	0.190971248499551	0.740057777876637	-5.57786401008378
TTYH3	-0.16364722336084	8.5221789822752	-1.36292047554458	0.191081504756739	0.740347995664923	-5.57831619679185
UNC50	0.106996441151704	11.2120776914539	1.36264807386839	0.191165706997304	0.740537178068388	-5.57866132544022
COL7A1	0.190370277066577	9.7684157700292	1.36240138098474	0.191241988101692	0.740582912061965	-5.57897383418326
PTN	-0.088374049322792	6.78322414818879	-1.36232226423146	0.191266457355861	0.740582912061965	-5.57907404919259
PMEL	0.0837942264859279	7.42341070576745	1.36206518792114	0.191345983363506	0.740582912061965	-5.57939964875624
VSIG10L	-0.123229954281057	7.68792819458252	-1.36204243178801	0.191353024204326	0.740582912061965	-5.57942846814682
PSMB7	0.10574575301797	12.7241647745297	1.36203799117485	0.191354398172503	0.740582912061965	-5.57943409189447
CLK3	0.101420350964164	9.91701730444199	1.36174621437161	0.191444694076025	0.740795420663126	-5.57980357631813
FRMPD2	0.0970110952465593	6.6219924050564	1.36158711940431	0.191493943469783	0.740849050563008	-5.5800050158526
XAGE2	-0.0709367453417453	6.65917756318331	-1.36141438807332	0.1915474256549	0.740895520104418	-5.58022370002437
NCBP3	-0.0902045222915184	8.71030713474674	-1.36110716244761	0.191642580475585	0.740895520104418	-5.58061260442027
MIR146A	-0.0858769348354054	6.42972258971349	-1.36105349310068	0.191659206997756	0.740895520104418	-5.58068053510407
ZNF598	0.113957226745601	11.7173428334605	1.36099166269064	0.191678363216737	0.740895520104418	-5.58075879281889
LIPN	0.0866253052652191	6.69152091177074	1.36068618761587	0.191773027682699	0.740895520104418	-5.58114538605444
IFNA14	0.0796447746482789	6.56680348667764	1.36061399896606	0.191795403895155	0.740895520104418	-5.58123673415125
GTPBP3	0.0899708591713981	10.8565221319936	1.36055249770494	0.191814469007063	0.740895520104418	-5.58131455530263
ZFP2	0.108609406611922	6.63452076515402	1.36053820787604	0.191818899007067	0.740895520104418	-5.58133263666073
TNNC2	0.0812781352055714	6.26296654477425	1.3605201972522	0.191824482610392	0.740895520104418	-5.58135542583965
TUG1	-0.082420234705932	12.114456291176	-1.36028818683579	0.191896421502657	0.741036651491723	-5.58164897151996
ELMOD2	0.101276599516616	8.68505933888749	1.35995479588638	0.191999833134353	0.741299245081991	-5.58207071685465
UMODL1-AS1	0.107373378456856	6.79659779735385	1.35972032314537	0.192072588986714	0.741443403623064	-5.58236727972671
LRP1B	-0.101453138640431	6.53679721562809	-1.358908850286	0.192324556293445	0.742160461187781	-5.58339332287344
IRS1	0.104067073570815	7.07207257822798	1.35887559572628	0.192334887695316	0.742160461187781	-5.5834353602429
CCNK	-0.169790366014318	10.7010015407805	-1.35850984027238	0.192448548624846	0.742160461187781	-5.58389766082417
RPL34	-0.105232813159985	11.8891536496078	-1.35846446186853	0.192462654022805	0.742160461187781	-5.5839550104506
ZNF624	-0.101751541963358	6.90139259692299	-1.35844991052848	0.192467177328994	0.742160461187781	-5.58397340023973
C1QL3	0.0976235283333438	6.62943408722607	1.3584374243455	0.192471058745986	0.742160461187781	-5.58398917998609
ATP1B4	0.103609784718223	6.40437868957378	1.35825342027154	0.192528264979436	0.742244327638954	-5.5842217066624
VAC14-AS1	-0.101841595942996	6.50167080750778	-1.3580397510514	0.19259471112691	0.742312391995127	-5.58449168986836
HMGB2	-0.118554071790683	10.8420824643427	-1.35796860725848	0.19261683927188	0.742312391995127	-5.58458157659867
SMAD6	0.123830344510962	9.14069987818004	1.35760617175727	0.192729600742635	0.742416069061966	-5.58503943812561
OR4K13	-0.084303233661621	6.77585091995258	-1.35742304865587	0.192786594413223	0.742416069061966	-5.58527073893379
TEX36	-0.0946572071579324	6.59656802621752	-1.35732490126531	0.192817146534991	0.742416069061966	-5.58539469762476
ZKSCAN1	0.14213477321984	7.28961696974959	1.3572526573639	0.192839637689071	0.742416069061966	-5.58548593603938
TJP2	-0.139833871633696	9.09763214565152	-1.35713250732154	0.192877047765478	0.742416069061966	-5.58563766761925
HSF2	-0.0886210503926925	8.71245261540266	-1.35709881993368	0.192887537760287	0.742416069061966	-5.5856802078466
CRTAM	0.105685001215223	6.48358261773269	1.35708451011199	0.192891993867777	0.742416069061966	-5.58569827794768
POLR2A	0.130032943341449	11.3328595465441	1.35685310748466	0.192964064582491	0.742421573685811	-5.5859904666129
BCL7B	0.147132905607492	9.11206483244186	1.35683944195199	0.192968321409753	0.742421573685811	-5.58600772063862
HGF	0.124678798670132	6.46706070646399	1.35669581247788	0.193013066693493	0.742421573685811	-5.5861890580522
LOC100505841	0.104562801728902	6.78486639240534	1.35662450776603	0.193035283537397	0.742421573685811	-5.58627907716
TOMM6	-0.0895322035648149	12.9760759001325	-1.35628472351475	0.193141180369407	0.742570754822255	-5.5867079883327
ENTPD4	-0.0939963715499825	8.30290341959178	-1.35627241993849	0.193145015764172	0.742570754822255	-5.58672351758781
CD14	-0.104628676754718	6.88351536295562	-1.35589143187725	0.19326381143987	0.742757274471338	-5.5872043353585
OGA	0.172584880739231	10.8323880576853	1.35588925003	0.193264491929176	0.742757274471338	-5.58720708860219
AEN	0.132537329428736	10.0594713047902	1.35561653938904	0.193349561904326	0.742818360520625	-5.58755119072525
ORMDL3	0.115200325716366	8.18645893960713	1.35561079518275	0.193351354087938	0.742818360520625	-5.5875584380846
SLC6A20	0.0816681560204495	6.89179590861435	1.3554454961375	0.193402932846289	0.742880182789764	-5.58776698237478
TRAF1	0.102395334587701	6.72888004910977	1.35512166325393	0.193504011377432	0.743081930822341	-5.58817547716898
TAS1R3	-0.0858208888232497	6.41601052029144	-1.3550164698368	0.193536854698641	0.743081930822341	-5.58830815532156
SPINK1	0.07876944321462	6.6069505126011	1.35493611624556	0.19356194558012	0.743081930822341	-5.58840949802175
KLHL20	0.129063992623152	8.72745312971976	1.35410482238165	0.193821675073186	0.743942601023482	-5.58945765277179
LCOR	-0.107920215738154	8.63638868148865	-1.35386567678428	0.193896445461933	0.744093160274996	-5.58975908976046
ZNF337	0.102766236664106	9.00982293490324	1.35326627686281	0.194083953254829	0.744222322351953	-5.59051443188414
POMT1	0.130644831328866	9.13712130767608	1.35326129889787	0.194085511099256	0.744222322351953	-5.59052070382011
LRIT1	0.0913281109262742	6.5281499304593	1.35322770124233	0.194096025682175	0.744222322351953	-5.59056303436174
LINC01085	-0.0923959170709585	6.46594910111466	-1.35315070974554	0.194120122343455	0.744222322351953	-5.59066003475127
HPCA	0.0876625166268585	6.50087109029746	1.35313782787386	0.194124154322793	0.744222322351953	-5.59067626399173
ACTC1	-0.0961329489273899	6.5113693327334	-1.35302377131838	0.194159856540976	0.744222322351953	-5.59081995290142
FOXD2	-0.102925540625196	7.34301652029743	-1.35285993489912	0.194211150163022	0.744222322351953	-5.59102633779886
GTF3A	-0.139671568861999	13.3725850307678	-1.35282105777323	0.194223323340219	0.744222322351953	-5.59107530842929
OBSCN	-0.11378978744186	6.91474744292944	-1.35266408082033	0.19427248206787	0.744222322351953	-5.59127302924381
NKTR	0.146327301570841	10.4615775872485	1.3523739948327	0.19436335130881	0.744222322351953	-5.59163835985393
RNF2	-0.0864495073078793	6.49730529811067	-1.35228769005158	0.194390392796138	0.744222322351953	-5.59174703894842
MIR421	0.109743263278449	6.42653831583486	1.35218679407616	0.194422009898486	0.744222322351953	-5.59187408496271
SRXN1	-0.135794350085016	10.5682402472493	-1.35218007820232	0.194424114553558	0.744222322351953	-5.5918825411766
PCDHA6	0.0969160228729411	6.48848751147576	1.35205244169473	0.194464117408871	0.744222322351953	-5.59204324682766
PPM1E	-0.0860105506714328	7.95372882913378	-1.35197104719279	0.194489630892766	0.744222322351953	-5.59214572339095
CD74	-0.0842485783160498	6.56384191720732	-1.35194142471308	0.194498916861925	0.744222322351953	-5.59218301719483
AKAP9	-0.0953980212797143	6.39808849302794	-1.35167708283472	0.194581797717327	0.744336686308389	-5.59251578676913
SLC10A3	-0.117890029839005	8.56600129335787	-1.35155081793987	0.194621396367861	0.744336686308389	-5.59267471836642
COLCA2	0.0985731098587843	6.41583886362327	1.35144016439078	0.194656104363168	0.744336686308389	-5.59281398998881
CSPG4	0.0822427483422574	6.50546011473424	1.35138744727549	0.194672641549344	0.744336686308389	-5.59288033801395
NCOA7	0.173779358402612	8.82908653834034	1.35127924716713	0.19470658709395	0.744336686308389	-5.59301650864419
TOP2A	-0.179940831672614	10.9538696195293	-1.35107670618189	0.194770142880975	0.744387659496895	-5.59327138459753
MIR769	-0.0953254466799738	6.40940834967042	-1.35101012731368	0.194791038441005	0.744387659496895	-5.59335516026045
ETS2	-0.094497391612598	6.97851747659968	-1.35049598821619	0.194952459791571	0.744792281954502	-5.59400198656682
MAGEA3	0.129251361194562	9.00266352125051	1.35038676578671	0.194986765534378	0.744792281954502	-5.59413937145556
ANXA11	-0.0952723201923682	8.10636406905957	-1.35033300134548	0.195003654217666	0.744792281954502	-5.59420699553594
TMEM14EP	0.0968911252938973	6.75252311784582	1.35006497786704	0.195087864211713	0.744901959997015	-5.59454407928004
IQCN	0.199657642673284	7.31131924553341	1.3500127728468	0.195104269835981	0.744901959997015	-5.59460972949711
VPS36	-0.117156485957797	7.75272765635667	-1.34983349646661	0.195160616524805	0.744901959997015	-5.59483516238688
IL1F10	-0.0955079812258788	6.50444128315283	-1.34961685993504	0.195228722920183	0.744901959997015	-5.59510754231528
SP110	-0.110324066433364	8.26533113503266	-1.34959799257876	0.195234655358043	0.744901959997015	-5.59513126283705
PRKX	0.122555158692551	8.23200535301343	1.34918729209957	0.195363827136052	0.744901959997015	-5.5956475404137
CRTC1	0.15999231782633	7.33551046595531	1.34916807395805	0.19536987322	0.744901959997015	-5.59567169581463
IL5RA	-0.180370741313548	6.96062186844913	-1.34908904183808	0.195394738532496	0.744901959997015	-5.59577102888968
GOSR2	-0.110864295681388	8.75809412375769	-1.34902143100991	0.195416012456093	0.744901959997015	-5.59585600320516
RBM3	0.107984863249182	10.3366146652531	1.34894350855716	0.195440533259254	0.744901959997015	-5.59595393311287
ICA1L	0.0767558063084293	6.7131435360103	1.34884864181894	0.195470389450894	0.744901959997015	-5.59607315184785
TRIP6	0.102138063911489	7.55914644968172	1.34878537906233	0.195490301355905	0.744901959997015	-5.59615265023966
TADA1	-0.126892842882025	8.20891179833863	-1.34873306249913	0.195506769181329	0.744901959997015	-5.59621839098024
NRAV	0.114050742218764	8.2976858087399	1.34865755952944	0.195530537412038	0.744901959997015	-5.5963132640604
TOP3B	0.0908106082535465	9.19847863363453	1.34809443289486	0.195707881863935	0.744962071874742	-5.59702072584216
PSMA6	-0.0961752147803381	13.3381530181472	-1.34803697469249	0.195725984307265	0.744962071874742	-5.59709289791708
MTHFSD	0.128284842643525	8.38594012960253	1.34797469461634	0.195745607415267	0.744962071874742	-5.59717112387669
MEF2D	0.0977996154262435	8.51782406636422	1.34789870320259	0.195769552802452	0.744962071874742	-5.59726656785046
TXN2	-0.141237987187732	7.9986269114543	-1.34779644709929	0.195801778063164	0.744962071874742	-5.59739499306809
PRIMPOL	-0.090701438683408	7.74996296359705	-1.3477813080833	0.195806549373728	0.744962071874742	-5.59741400576061
KRT78	-0.0829881625846944	6.68274300287652	-1.34748716875238	0.195899270701973	0.744962071874742	-5.59778337379246
PRADC1	-0.185830717740274	8.61905947137721	-1.34737833896313	0.195933585941063	0.744962071874742	-5.5979200214415
OR3A4P	0.0991913020280331	6.62686000698968	1.34730979141105	0.19595520221293	0.744962071874742	-5.59800608583422
STXBP1	0.104218144008074	8.04026241811083	1.34723595707954	0.195978487790005	0.744962071874742	-5.5980987840955
PCGF3	-0.0881735146984388	6.8105678417322	-1.34714548500898	0.196007023529469	0.744962071874742	-5.59821236534213
C4orf47	0.0985797577816205	6.8185110306868	1.34704300481366	0.196039350759692	0.744962071874742	-5.59834101458005
LYL1	-0.0861640756230537	6.64908007808848	-1.34682189524596	0.196109113986132	0.744962071874742	-5.59861855942522
LIPF	-0.0950224574525924	6.7788730633091	-1.34676807762585	0.196126097219151	0.744962071874742	-5.59868610777331
NAA35	0.110161133005027	9.0219712144666	1.34675862783276	0.196129079412964	0.744962071874742	-5.59869796831158
VTN	-0.0782573656691383	6.09882724380661	-1.34661391546175	0.196174752705313	0.744962071874742	-5.59887959008566
PCP2	0.0799674053661112	6.65655120985259	1.34631431803436	0.196269336978142	0.744962071874742	-5.59925555137295
ACTG1P4	0.106157144026916	6.55959155298546	1.34623627372698	0.196293981909928	0.744962071874742	-5.59935347728978
ZBTB7C	0.0992441299032061	6.41846143784339	1.34621632694535	0.19630028112747	0.744962071874742	-5.59937850474125
SCART1	0.0915217791572926	6.83503224667807	1.3461130158908	0.196332909469973	0.744962071874742	-5.59950812554587
FAM86B3P	0.147532848993931	9.06643575126281	1.34606694195255	0.19634746222762	0.744962071874742	-5.59956593036029
STK26	-0.114727434084271	9.71321438598649	-1.34605480562618	0.196351295710021	0.744962071874742	-5.59958115645139
HLA-F-AS1	-0.111195485529574	8.00643424488908	-1.34592767532634	0.196391455756952	0.744962071874742	-5.59974064602844
ACBD3	0.106686808657116	9.9206109912204	1.34589940953581	0.196400385720679	0.744962071874742	-5.59977610485426
GLG1	0.132853868938781	11.372846033635	1.34554081502979	0.196513704079091	0.745256862534725	-5.60022590231045
ATXN2	0.089407213173601	11.4185134452128	1.34532417881346	0.196582187964226	0.745292023536332	-5.60049759020205
TMEM229B	-0.0963898846020665	6.72068369288808	-1.34528625195049	0.196594179515029	0.745292023536332	-5.60054515145927
SLC10A2	-0.0751422910625452	6.6320994139809	-1.34496637496658	0.196695340104578	0.74548876943869	-5.60094624277565
TBX20	-0.145242595870767	6.77898779975249	-1.34485883359469	0.196729359241154	0.74548876943869	-5.60108107096936
MTTP	-0.0894222265528102	6.29440783099736	-1.3447843885785	0.196752911586355	0.74548876943869	-5.60117440011672
SIM2	0.11220608647961	7.71046091549328	1.3444210910913	0.196867881218701	0.745789400186807	-5.60162979441506
LBX1-AS1	0.083526649872387	6.46117824226125	1.34415059399352	0.196953517989748	0.745835005644682	-5.60196879934521
WNT2B	-0.0897826173770664	6.65389268817552	-1.34415035287245	0.196953594339635	0.745835005644682	-5.60196910150983
ZNF502	-0.109650886351415	7.25806448607349	-1.34397720563427	0.197008426732869	0.745835005644682	-5.6021860724857
MIR718	-0.0939000770711189	6.34527190240163	-1.34393298816482	0.197022431509272	0.745835005644682	-5.60224147786013
ACBD4	0.143231701242517	7.20417079432972	1.34373525982543	0.197085066747353	0.74593722424319	-5.60248921760561
SNAPC5	-0.130242830623462	7.96047415271953	-1.34352158441808	0.197152771499144	0.746058589761944	-5.60275690515772
ANXA8L1	0.0852732590584129	6.48187166152706	1.34321580044314	0.197249693921427	0.746225277539902	-5.60313992498205
TOP2B	0.124536364602283	11.5068256490546	1.34315770176169	0.197268113399533	0.746225277539902	-5.60321269052754
ZBED2	0.0885180443578379	6.17869596535563	1.34299010939389	0.197321254217497	0.746291442780324	-5.60342257706514
FAM83G	0.0913087267726906	6.631383575633	1.34269970086399	0.197413365134645	0.746431299878862	-5.60378622448847
DBNL	-0.0778551931906826	10.6151001365077	-1.34264869808337	0.197429545592302	0.746431299878862	-5.60385008330438
PGGHG	0.165444776246699	7.79720414405611	1.3419474403178	0.197652124695982	0.746779264709292	-5.60472790720998
ABL1	-0.092954962342942	9.43331440288959	-1.34186364635146	0.197678734292486	0.746779264709292	-5.60483277470716
COPRS	-0.0897350520088143	11.1922414422377	-1.34181022239291	0.197695701089021	0.746779264709292	-5.60489963164212
C21orf62	-0.107320311340044	6.24202383025834	-1.34158189542101	0.197768228058468	0.746779264709292	-5.60518534539733
BIN1	-0.11423542895132	9.93636641568249	-1.34153481305902	0.197783186188596	0.746779264709292	-5.60524425641494
PLEKHH1	-0.152225048379918	8.60783281651963	-1.34151031224571	0.197790970487685	0.746779264709292	-5.60527491199348
PLEKHS1	0.173210052531088	7.32237003098931	1.34146590606092	0.197805079664522	0.746779264709292	-5.60533047216232
CHODL-AS1	0.0822650549921962	6.55169346374299	1.34145996985504	0.197806965836105	0.746779264709292	-5.60533789931809
CPEB2	0.101261351160305	7.58056802301275	1.34102839625893	0.197944132639995	0.746878758426014	-5.60587779741087
PCED1B	0.0986642106521618	7.13388142481328	1.34096133034389	0.197965454982965	0.746878758426014	-5.6059616843216
RIPPLY1	-0.102630005951204	6.54782980401285	-1.34089483282661	0.197986598425917	0.746878758426014	-5.60604485695959
OXCT2	-0.0880139230214514	7.42079355704643	-1.34076978863558	0.198026362159403	0.746878758426014	-5.60620124867832
ZNF276	0.0920656668614139	7.25499243591301	1.34075090279354	0.198032368363374	0.746878758426014	-5.60622486802804
SMARCD1	0.10910921264068	10.9123645222127	1.34068067796036	0.198054703018998	0.746878758426014	-5.60631269153071
ZNF706	-0.0861003986235618	7.90059323156984	-1.34055777235728	0.198093797370901	0.746878758426014	-5.60646638899216
MKRN2OS	-0.0984983555669645	6.66315565455678	-1.34046296990094	0.198123956761275	0.746878758426014	-5.60658493485147
SLC25A52	-0.100045839138275	6.57381695957235	-1.34008194500067	0.198245208740317	0.746878758426014	-5.60706132029329
BRDT	0.177012876931779	7.62240034176767	1.3400752637967	0.19824733540079	0.746878758426014	-5.60706967266069
EGR2	0.0859828764121051	6.64881486411556	1.34005411450036	0.198254067447177	0.746878758426014	-5.60709611179145
ALKBH4	0.0794598565235827	7.49292288256041	1.34003091229673	0.198261453165824	0.746878758426014	-5.60712511691591
KRTCAP3	0.0936214856497397	9.92499351951318	1.33953669078799	0.198418825802358	0.747039699461286	-5.60774284882956
DR1	-0.135164032301859	9.2640390417328	-1.33953529992648	0.198419268828567	0.747039699461286	-5.60774458702255
FARS2	0.0787418727346072	9.94840677764088	1.33945596697693	0.198444539780407	0.747039699461286	-5.60784372892203
DCAF12L2	-0.0884705600465168	6.35938191812766	-1.33933990825058	0.198481514099104	0.747039699461286	-5.6079887583327
RPF2	-0.147580316914851	12.1402472607421	-1.33933649097969	0.198482602866326	0.747039699461286	-5.60799302847341
GPR158-AS1	-0.086292890295053	6.73640947857745	-1.33916239672448	0.198538076865009	0.747093077084927	-5.60821056098952
RAB5C	-0.160692222384977	10.2953224584156	-1.33898169507563	0.198595669357754	0.747093077084927	-5.60843632557073
MIR1909	-0.0749127691376863	7.09063991026897	-1.33873823264484	0.198673285800361	0.747093077084927	-5.60874046349926
CDH22	-0.0977774449811131	6.46719811819125	-1.33867243151124	0.19869426752554	0.747093077084927	-5.60882265593486
MIR1200	0.0943810403020793	6.50818760885233	1.33860285380433	0.19871645539444	0.747093077084927	-5.60890956218391
PRAP1	0.0843699596672449	6.63935656190852	1.33853014014868	0.198739645410057	0.747093077084927	-5.60900038153496
GAN	0.107737559678828	7.14251566580683	1.33850833166576	0.198746601045474	0.747093077084927	-5.60902761955871
SLC17A2	-0.0845838911644465	6.67491283828928	-1.33814517518526	0.198862455365473	0.74710065103623	-5.6094811369358
PEF1	-0.0847693462696206	9.63040844952753	-1.33793360043489	0.198929976869373	0.74710065103623	-5.60974531046489
ROBO2	-0.0773650735067806	6.58229012024444	-1.33790842350807	0.198938012996916	0.74710065103623	-5.60977674430294
SNX13	0.097306338587364	8.80101064773552	1.33788823289318	0.198944457749709	0.74710065103623	-5.60980195230019
FBXO5	-0.19075723890065	9.95029288260947	-1.33788090915183	0.198946795495949	0.74710065103623	-5.60981109592126
XYLT1	-0.094749342389898	6.62249573279754	-1.3377496127497	0.198988709170615	0.74710065103623	-5.6099750114239
MIR96	0.109636457897328	6.43743631767074	1.33771915053636	0.198998434612497	0.74710065103623	-5.61001303978714
LMBRD1	0.136503880408483	10.2230477438065	1.33755279414122	0.199051552660756	0.747150243841849	-5.61022070325061
LETM2	-0.0780954635518958	6.67209723426284	-1.33736026818043	0.19911304084627	0.747150243841849	-5.61046100848489
CEP295	-0.171034819253554	8.80574403753292	-1.33729608389927	0.199133543138441	0.747150243841849	-5.61054111525672
FBXO42	-0.106041575255221	7.17178155835725	-1.33723077243279	0.199154407214938	0.747150243841849	-5.61062262567902
PTPN9	-0.104971899362321	7.25462872929563	-1.33696628085928	0.199238918214366	0.747333365687071	-5.61095268549317
ATXN7L3B	0.118873967967883	10.5248572775668	1.3366418942163	0.199342606098222	0.747402745109943	-5.61135741713603
COL17A1	0.104138621861861	6.78189366995953	1.33661088223512	0.199352521111717	0.747402745109943	-5.611396106132
OR14I1	-0.0924267459056622	6.46614868672708	-1.33657334398564	0.1993645232012	0.747402745109943	-5.61144293601169
KDELR3	-0.114832314948915	9.28973879355232	-1.33642282524489	0.199412654288119	0.747449329430169	-5.61163070122061
PMVK	-0.0760289757722852	9.67816575618594	-1.33629961476328	0.199452059965162	0.74746319787159	-5.61178438802168
HOXA13	0.0870374902348114	7.05785014502642	1.33575804401162	0.199625340988328	0.747941980601078	-5.61245978257858
LCN12	0.10924370407153	6.9610635325293	1.33564956577053	0.199660064126108	0.747941980601078	-5.61259503975571
OR2M3	-0.081723486215596	6.5885986394057	-1.33534866710972	0.1997564049284	0.747941980601078	-5.6129701721773
MSH6	-0.162872485433233	10.0246701795082	-1.33533191090621	0.199761770967386	0.747941980601078	-5.61299106025991
MPDZ	0.101604328819292	8.94920336585408	1.33530489885341	0.199770421601408	0.747941980601078	-5.61302473271916
FAM114A2	-0.116117175328466	7.02269540124834	-1.33523068827554	0.19979418914308	0.747941980601078	-5.6131172387115
IL27RA	-0.14158161562389	7.64849305034504	-1.33506368581681	0.199847683537944	0.748008476163655	-5.61332539784748
